"","spot_1","spot_2","spot_3","spot_4","spot_5","spot_6","spot_7","spot_8","spot_9","spot_10","spot_11","spot_12","spot_13","spot_14","spot_15","spot_16","spot_17","spot_18","spot_19","spot_20","spot_21","spot_22","spot_23","spot_24","spot_25","spot_26","spot_27","spot_28","spot_29","spot_30","spot_31","spot_32","spot_33","spot_34","spot_35","spot_36","spot_37","spot_38","spot_39","spot_40","spot_41","spot_42","spot_43","spot_44","spot_45","spot_46","spot_47","spot_48","spot_49","spot_50","spot_51","spot_52","spot_53","spot_54","spot_55","spot_56","spot_57","spot_58","spot_59","spot_60","spot_61","spot_62","spot_63","spot_64","spot_65","spot_66","spot_67","spot_68","spot_69"
"Actn4",1,2,2,5,4,4,1,1,3,2,1,2,5,2,3,1,7,1,6,8,3,5,4,2,4,7,3,4,2,7,1,5,4,1,6,4,0,4,4,5,1,3,4,5,5,4,2,2,3,4,5,7,2,8,4,3,2,5,4,2,8,2,4,2,0,3,4,2,2
"Rasgrp4",0,0,0,1,2,0,0,0,2,1,1,0,0,2,4,3,0,0,3,1,1,2,1,1,1,1,0,0,1,1,1,1,0,2,0,0,0,1,2,0,2,0,0,0,0,0,0,0,1,2,0,0,1,2,1,1,0,1,0,0,1,0,1,3,0,1,1,1,3
"Spred3",1,4,6,2,1,0,0,2,3,2,0,0,2,0,4,2,0,2,4,0,3,4,3,1,1,3,5,3,3,3,1,1,5,2,2,3,2,1,2,5,1,2,4,2,2,3,0,0,1,2,0,2,0,3,1,4,1,2,2,1,1,4,1,5,5,1,4,4,3
"Psmd8",0,10,5,8,7,3,4,1,9,8,5,3,7,8,10,11,9,7,3,3,7,5,1,3,5,8,9,8,10,5,9,8,5,8,7,10,7,5,1,2,6,5,9,8,10,9,12,6,5,15,4,2,10,6,6,1,2,7,3,3,1,2,9,4,4,1,5,7,5
"Kcnk6",0,2,1,0,0,0,0,2,0,1,1,0,0,0,2,0,2,5,1,2,1,3,2,0,1,2,0,0,0,2,1,0,0,2,0,0,0,2,2,1,1,2,0,1,0,0,0,1,0,0,2,2,1,0,0,0,0,0,2,2,0,0,1,2,0,0,0,1,0
"Yif1b",0,0,5,2,7,1,1,0,3,2,2,0,3,0,5,4,3,5,3,1,2,5,4,8,1,6,7,2,3,5,2,5,0,7,4,4,4,2,2,1,2,0,3,4,5,5,6,5,3,4,8,2,4,4,5,2,1,3,3,2,1,1,0,7,1,7,0,3,4
"Dpf1",0,2,6,3,5,2,4,3,5,3,5,0,3,1,9,11,3,2,7,9,2,5,2,5,6,1,1,0,9,13,2,5,10,3,4,4,3,1,5,1,4,2,5,4,7,5,9,2,6,3,3,3,5,6,3,0,2,3,5,3,3,2,0,2,3,3,4,4,1
"Zfp84",0,2,1,0,1,0,1,1,2,0,1,0,1,4,4,3,0,1,2,2,1,0,0,1,1,0,0,0,1,2,1,0,1,1,2,1,1,1,3,1,2,0,3,0,2,0,0,0,2,0,0,0,0,2,0,0,0,0,2,1,1,2,2,1,0,1,1,1,1
"Zfp790",1,2,0,2,1,1,2,2,1,0,1,0,0,0,2,0,3,2,0,2,0,0,8,2,0,3,1,2,0,1,1,0,0,1,0,1,1,1,1,3,3,0,1,1,0,4,0,1,2,1,5,0,1,0,2,1,0,1,3,1,2,2,3,2,1,0,4,0,3
"Zfp74",0,1,0,3,1,0,0,1,0,1,0,0,1,0,1,0,0,0,2,1,2,0,0,0,0,1,0,0,1,2,2,0,0,2,0,0,1,3,3,2,0,0,1,0,2,0,0,1,0,0,2,0,0,2,2,0,0,2,2,1,1,0,2,0,0,0,1,2,1
"Zfp568",0,0,2,6,0,0,0,3,0,2,2,2,2,0,1,0,0,1,0,1,1,0,0,0,0,0,2,0,4,2,4,2,1,1,2,0,1,0,0,2,0,0,1,0,1,0,2,1,1,1,4,1,1,0,1,0,0,0,1,2,0,0,0,1,1,0,1,2,3
"Zfp260",0,1,1,0,0,0,1,0,1,6,3,1,4,1,1,0,0,0,0,1,2,1,1,2,2,2,2,1,0,2,2,1,2,0,3,1,0,0,0,1,2,1,2,3,1,0,2,0,1,1,0,1,0,2,2,1,2,1,3,0,1,0,0,2,1,1,2,0,1
"Gm5113",0,0,0,0,3,0,0,2,0,2,3,0,2,0,0,0,1,2,0,0,0,0,1,1,1,2,0,2,2,1,2,0,4,1,2,0,1,0,0,1,1,0,1,1,0,0,4,1,1,2,0,4,1,0,1,0,0,1,0,0,1,2,1,0,2,2,0,1,1
"Lrfn3",0,3,0,1,5,2,3,1,0,3,5,1,2,4,4,3,2,1,7,3,2,2,2,3,1,2,4,1,5,4,7,0,1,1,1,3,2,2,4,3,5,0,3,0,1,1,1,1,4,4,3,2,1,1,1,0,2,2,2,2,1,0,3,1,1,1,1,2,4
"Nfkbid",0,2,3,0,1,0,0,0,1,0,2,3,2,0,2,3,0,1,0,0,0,0,0,0,3,1,0,0,1,1,0,0,0,1,0,2,2,0,1,2,2,0,0,3,0,2,0,0,0,1,0,1,0,4,2,1,0,1,1,1,3,0,3,1,0,1,0,2,0
"Kirrel2",0,0,4,3,1,1,2,2,2,2,1,1,1,0,2,5,2,2,0,2,0,2,2,1,0,1,2,3,1,0,3,5,4,1,2,2,2,1,1,4,0,0,3,3,1,3,3,0,0,2,2,2,1,4,2,0,0,0,2,2,3,0,3,1,1,4,2,1,0
"Arhgap33",0,6,2,2,1,1,2,2,3,3,1,3,2,3,3,3,6,4,2,5,3,3,1,4,5,2,5,1,3,3,6,4,8,5,2,5,4,6,2,4,5,4,1,4,6,4,1,2,5,4,4,5,4,4,4,4,1,6,4,3,6,2,2,7,4,3,5,4,10
"Hspb6",0,0,0,4,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,2,2,0,3,0,0,0,1,2,0,1,0,0,1,2,2,0,1,1,2,0,2,1,1,0,0,0,0,3,0,1,0,1,1,0,0,2,0,3,0,1,1,3,0,3,0,0
"Kmt2b",0,1,3,1,2,4,1,2,6,1,3,3,3,3,1,2,2,2,5,1,3,0,3,2,2,3,1,1,1,1,3,1,3,2,1,2,6,1,2,2,3,1,2,1,3,5,3,1,2,2,1,1,3,1,3,1,1,3,1,4,5,0,1,0,2,2,3,5,3
"Atp4a",0,1,1,2,0,0,0,1,3,3,1,2,2,1,3,5,3,2,3,4,4,0,2,3,0,0,1,4,1,4,0,3,3,2,1,1,0,2,1,1,3,1,1,3,1,3,6,1,1,2,1,2,2,1,0,0,0,1,1,0,1,2,1,2,0,3,1,2,0
"Lgi4",0,0,3,1,2,0,2,0,0,1,3,1,2,2,0,1,1,2,3,4,3,2,0,3,2,4,2,3,0,2,1,1,1,2,1,0,1,0,1,7,1,0,2,0,0,0,0,4,1,1,5,2,2,2,1,0,0,1,3,1,6,0,2,1,1,2,1,2,5
"Gramd1a",2,5,5,6,2,1,5,1,6,1,8,5,7,3,2,8,2,3,3,5,8,3,6,6,6,5,7,0,3,5,5,4,5,3,3,6,3,7,4,5,6,4,2,5,8,5,1,5,5,5,4,3,7,2,8,2,0,2,4,5,2,3,6,5,5,6,4,3,3
"Uba2",0,5,1,3,3,2,0,1,3,4,1,2,5,1,5,1,3,4,2,4,5,4,1,4,2,3,3,3,6,4,3,3,2,2,3,7,3,6,4,1,4,1,3,1,3,1,0,2,2,3,4,5,4,9,3,1,1,5,3,2,7,1,5,0,1,2,1,3,1
"Lsm14a",0,2,1,3,3,2,0,5,1,4,2,2,3,1,2,2,1,2,2,2,1,3,1,3,3,1,1,0,3,2,6,2,3,2,3,1,3,3,2,2,3,0,2,1,4,2,2,2,1,5,1,3,2,0,4,0,0,0,5,2,4,0,1,2,3,1,6,4,1
"Pepd",1,1,0,3,0,1,0,2,3,1,1,0,6,3,2,0,4,2,1,1,2,2,1,3,0,2,1,3,2,3,3,2,2,2,1,5,4,3,2,3,1,1,6,6,2,2,2,6,1,4,2,2,2,2,0,2,0,5,4,2,1,0,1,0,6,0,4,2,1
"Cebpa",2,2,0,2,2,2,2,1,1,4,3,2,4,2,2,0,1,0,2,0,1,0,0,2,2,1,2,1,3,2,2,3,1,2,0,2,2,2,0,3,0,2,1,2,6,2,1,1,0,0,0,2,2,2,0,0,2,3,1,2,3,0,0,2,4,4,1,1,1
"Gpatch1",0,1,4,3,3,1,0,1,0,2,5,0,0,1,2,4,2,3,0,4,2,3,2,2,0,0,2,0,1,6,2,1,2,0,2,0,5,1,0,5,2,1,1,2,3,1,1,4,0,1,4,0,0,3,1,0,0,2,1,4,0,2,2,1,2,2,0,1,2
"Rhpn2",0,1,4,1,2,0,2,3,2,2,1,1,2,1,0,4,1,0,2,1,0,2,0,0,0,1,2,0,1,2,2,2,1,0,1,1,0,3,0,1,1,0,3,2,1,1,1,0,3,3,2,1,4,1,2,1,0,1,3,1,2,0,3,0,1,1,0,4,2
"Cep89",0,4,1,2,2,0,2,5,3,2,3,1,0,1,3,3,2,4,4,2,0,2,0,1,5,0,2,0,3,0,1,2,1,2,3,3,3,1,3,0,2,2,1,2,2,2,4,2,2,2,3,1,3,1,3,0,2,2,2,1,1,0,1,4,0,1,0,1,4
"Zfp507",0,0,2,2,1,1,0,0,1,0,3,2,2,2,0,3,2,0,3,0,1,1,3,1,2,1,0,0,0,1,1,4,1,0,0,1,3,2,1,2,1,0,1,2,2,1,3,2,2,2,2,3,2,1,1,2,0,1,0,2,1,2,0,3,2,0,3,1,2
"Plekhf1",0,0,1,1,2,0,2,0,0,2,0,0,1,1,2,1,0,0,1,0,1,4,3,0,1,1,0,0,2,0,1,0,1,1,1,4,1,1,1,0,2,0,1,1,1,0,0,0,4,0,1,0,2,1,4,4,2,4,2,1,1,0,0,1,3,1,1,0,2
"Zfp658",0,0,0,1,0,0,1,1,0,1,1,0,2,1,2,0,1,1,1,1,0,1,0,2,4,1,2,1,0,0,0,0,2,1,2,2,2,0,2,0,0,0,3,1,0,2,0,1,3,2,0,0,2,1,3,0,0,0,1,0,0,2,1,3,1,0,1,2,4
"Zfp719",0,0,3,2,0,1,0,0,1,0,2,2,0,2,0,0,0,2,1,1,1,2,2,2,0,1,0,0,4,0,2,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,1,2,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,1,3,5,1,3,3
"Ctu1",0,1,0,0,1,1,0,0,1,5,1,1,1,0,2,2,1,1,0,2,3,0,0,1,1,0,1,1,1,0,0,2,1,2,1,1,2,3,1,1,2,0,0,1,0,1,0,3,0,1,3,0,1,1,1,1,0,2,2,3,1,0,2,1,1,0,0,1,1
"Clec11a",0,3,2,2,1,2,0,2,0,1,1,0,1,0,1,0,3,3,1,1,2,2,3,4,1,1,2,2,0,2,0,0,0,0,4,1,1,6,1,0,5,0,2,1,1,0,1,2,1,0,0,4,1,1,2,2,0,3,4,1,0,1,0,1,2,0,1,1,2
"Shank1",0,24,27,30,25,20,18,21,50,47,35,19,28,4,23,24,29,24,25,42,21,38,32,36,35,25,34,4,32,23,24,35,44,46,23,31,58,42,26,30,24,14,23,29,41,38,38,41,53,42,25,30,33,32,32,15,7,43,27,20,14,13,47,34,25,50,52,30,23
"Syt3",0,2,1,5,3,2,3,6,3,4,5,5,3,2,2,4,1,0,1,4,4,3,2,4,5,7,3,2,4,0,1,2,5,5,4,4,2,1,3,3,5,0,5,4,1,4,2,4,4,5,12,1,8,3,8,1,0,4,2,4,2,0,2,0,3,1,1,6,3
"Lrrc4b",0,8,9,8,9,7,7,12,23,15,10,7,13,11,12,13,12,10,6,6,17,9,10,8,17,17,18,5,9,10,12,9,15,9,14,10,14,6,15,11,10,8,19,15,18,13,15,16,15,15,15,12,12,11,12,4,6,11,14,14,15,6,11,8,12,18,12,15,12
"Pold1",0,0,1,3,3,0,0,2,4,1,1,1,0,0,0,0,3,2,3,0,2,0,2,4,0,3,3,0,4,4,4,2,0,1,4,3,0,4,2,0,3,0,1,1,1,0,0,0,1,0,2,3,3,0,3,1,1,0,2,0,0,1,3,1,2,5,2,0,2
"Kcnc3",0,2,3,5,8,4,3,4,4,2,5,5,2,2,3,2,2,8,3,2,10,6,5,4,5,8,2,1,4,5,8,7,7,33,8,4,4,4,6,3,5,2,5,3,5,10,7,12,5,8,23,14,3,3,4,4,0,14,7,3,1,4,4,3,2,4,4,3,2
"Myh14",0,2,0,0,0,2,2,0,1,3,3,2,2,2,0,1,3,2,3,0,1,1,2,3,3,1,2,1,1,1,1,3,1,4,1,2,1,4,1,5,3,2,2,3,3,0,2,1,4,2,2,5,3,0,3,0,0,0,1,0,2,0,4,4,1,2,0,2,2
"Vrk3",0,0,0,4,0,0,1,1,1,0,1,0,2,0,1,1,1,1,3,0,1,0,2,1,3,1,3,0,2,1,0,0,0,1,1,2,2,2,0,1,2,3,0,0,2,2,0,0,1,2,2,0,0,0,3,0,0,2,0,0,0,0,0,1,2,1,2,1,3
"Tbc1d17",0,0,2,1,1,0,2,2,1,1,2,0,0,0,0,1,0,1,3,0,2,0,1,2,2,1,0,0,0,1,3,4,0,5,3,2,3,3,3,0,1,0,2,0,0,1,0,1,0,2,2,0,0,1,4,0,0,1,3,1,4,1,1,4,0,1,2,1,1
"Pnkp",0,2,1,2,3,0,0,4,2,4,3,0,3,3,1,3,2,2,1,0,3,1,1,1,1,5,2,0,0,1,0,4,3,3,3,0,1,2,3,0,3,2,2,1,2,0,3,0,3,0,1,2,0,1,1,0,0,0,0,1,5,1,0,2,3,1,0,0,2
"Med25",0,4,6,4,3,1,3,1,3,2,4,1,6,2,3,0,3,2,4,3,1,4,4,4,4,3,3,2,3,2,4,4,4,6,1,3,7,9,4,2,4,2,3,4,1,3,4,2,8,5,1,3,7,4,10,2,2,2,3,3,4,2,5,7,3,7,1,8,4
"Fuz",0,2,1,4,3,2,0,1,1,0,1,0,3,2,3,0,1,0,4,1,2,1,1,5,1,1,0,1,1,2,1,0,3,0,1,0,1,3,2,1,2,0,1,1,3,2,2,2,1,1,3,0,1,0,0,1,0,1,2,1,3,0,2,1,4,1,0,1,3
"Irf3",0,1,0,0,3,0,3,0,0,0,1,1,1,1,1,2,0,1,1,2,1,2,2,0,1,1,2,0,0,1,1,2,1,2,3,0,1,0,1,2,0,0,4,0,2,0,2,0,0,0,0,0,1,2,2,1,0,0,3,2,1,2,3,1,1,1,3,2,3
"Scaf1",0,5,3,8,10,7,9,9,7,6,9,8,11,5,5,8,10,11,14,7,8,12,15,17,8,10,11,2,8,4,7,9,16,8,8,10,13,9,9,10,10,5,7,10,14,16,17,13,16,16,12,9,12,11,14,7,2,11,10,8,7,5,7,14,13,13,7,15,11
"Nosip",0,0,1,2,4,2,2,2,0,1,3,0,1,4,1,1,3,2,2,5,0,1,2,3,1,0,3,0,3,3,3,1,3,2,1,2,2,3,2,1,3,1,3,1,1,1,2,3,1,4,2,2,3,0,0,0,0,0,3,1,2,3,1,3,4,2,1,4,4
"Aldh16a1",0,0,4,3,1,2,0,1,1,2,2,1,1,2,1,2,1,1,0,3,1,1,1,0,0,1,1,0,1,0,3,2,1,0,2,2,0,2,0,1,1,1,1,1,2,2,4,1,3,0,1,2,3,1,2,0,0,3,3,1,1,0,5,2,0,0,0,0,2
"Ccdc155",0,1,1,8,3,0,0,4,2,2,1,1,3,2,2,3,1,3,0,3,2,2,5,1,3,3,1,1,5,2,2,1,2,3,0,1,1,1,2,1,3,0,3,2,2,2,2,1,0,2,2,6,2,2,2,6,2,0,2,0,0,1,2,1,1,4,0,1,1
"Tead2",0,0,1,1,0,1,0,0,1,0,3,1,1,2,2,0,1,1,0,0,0,1,2,0,0,0,0,0,0,0,1,0,1,2,0,2,0,0,2,0,0,0,3,1,0,1,1,0,0,0,0,1,0,0,0,1,0,2,0,4,1,0,0,3,0,0,6,1,0
"Trpm4",0,1,1,2,0,2,0,2,0,0,1,1,3,1,5,1,2,1,2,1,4,1,3,7,0,2,1,0,2,4,2,3,1,2,0,0,2,1,1,4,3,0,1,2,3,1,1,2,0,1,4,4,1,0,5,0,1,1,2,1,2,1,1,0,2,3,3,5,3
"Ppfia3",0,7,4,4,5,3,5,6,4,6,7,6,11,3,4,4,6,3,5,8,7,8,8,9,9,7,10,1,2,3,9,5,4,4,12,6,11,2,6,4,12,2,10,5,3,5,6,9,14,11,6,8,5,6,4,6,3,6,8,2,9,7,7,12,9,12,12,15,8
"Snrnp70",3,11,12,13,14,4,9,9,10,8,7,9,8,8,11,11,12,16,13,14,5,14,9,14,4,11,15,3,5,14,5,10,8,11,5,7,12,8,7,20,9,5,8,11,15,9,6,2,5,7,12,16,13,9,16,5,0,4,10,7,9,6,5,11,7,10,3,6,3
"Ruvbl2",0,1,0,2,4,2,0,2,4,2,4,3,8,0,0,1,1,3,2,2,2,2,2,4,3,1,3,3,2,4,3,0,2,4,4,1,2,3,3,3,1,1,1,2,6,3,2,1,3,1,4,2,3,0,4,4,0,4,1,2,4,1,1,4,2,2,5,6,5
"Gys1",0,2,2,1,2,3,1,0,2,0,1,1,2,1,1,1,2,0,1,2,3,3,3,4,2,2,0,3,0,1,2,3,0,2,2,2,0,2,0,1,1,0,1,1,2,0,1,1,1,1,1,0,0,3,1,1,0,4,1,2,3,0,0,1,2,2,0,0,0
"Nucb1",0,5,6,7,5,0,0,5,5,2,2,3,5,2,7,7,5,4,4,6,8,3,3,13,5,6,3,4,3,1,2,6,8,8,9,7,3,5,4,9,3,6,8,2,3,5,4,5,8,4,5,4,4,6,5,0,1,5,5,4,2,2,7,8,5,2,3,1,3
"Plekha4",0,6,3,1,2,2,0,3,3,0,3,2,1,0,5,2,3,0,1,0,1,4,2,2,4,2,3,0,2,2,2,4,2,1,1,1,3,1,0,4,1,0,1,1,0,1,3,5,0,3,0,2,1,1,2,0,1,2,0,3,3,0,1,0,3,2,2,1,1
"Bcat2",0,1,1,0,4,0,2,3,2,0,1,0,0,0,0,0,2,2,0,1,0,1,2,6,0,2,4,2,2,4,2,4,3,1,1,1,1,2,1,1,1,2,1,3,3,1,0,0,1,0,0,3,1,0,3,1,2,0,4,1,0,2,2,4,0,3,0,2,0
"Lmtk3",2,11,7,20,14,3,3,6,5,14,10,4,5,2,14,10,17,14,15,8,7,11,3,11,7,8,15,2,13,18,12,11,15,7,10,6,8,10,10,8,8,6,20,8,12,6,8,11,7,9,13,7,13,8,13,2,5,6,10,5,3,3,6,7,1,9,12,11,4
"Cyth2",0,0,1,2,3,1,0,4,1,2,1,2,2,0,3,3,1,3,0,3,0,1,3,2,4,3,0,1,2,2,3,2,2,1,3,0,3,4,3,3,4,0,2,1,2,3,0,1,1,1,1,3,2,0,1,1,0,0,2,1,0,2,0,3,1,3,3,2,3
"Kcnj14",0,1,2,2,0,2,0,4,0,1,2,1,0,0,4,1,4,0,1,0,0,0,2,3,1,1,2,1,2,6,2,3,2,2,1,0,2,0,1,0,0,0,0,2,1,3,0,2,2,1,1,1,2,1,4,0,0,2,0,0,1,1,0,2,3,0,0,2,0
"Grwd1",0,1,0,0,2,0,0,3,3,0,1,2,0,2,1,3,0,3,2,2,0,1,0,3,1,2,0,0,1,0,2,1,1,2,0,0,1,0,2,0,0,1,1,4,0,1,1,0,2,2,0,0,5,1,1,0,0,0,0,0,2,0,3,3,2,1,2,2,4
"Tmem143",0,1,1,1,1,1,0,1,1,3,2,0,2,0,3,2,3,1,2,2,1,1,0,3,1,1,3,1,1,1,2,1,0,0,3,1,1,3,3,1,3,2,1,0,3,1,0,3,3,4,1,0,1,1,3,1,1,1,1,1,0,0,2,1,0,3,2,3,1
"Abcc6",0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,1,0,2,2,1,1,1,0,0,0,0,1,1,1,0,2,1,3,1,2,1,0,1,1,0,0,0,0,0,0,0,0,0,2,2,2,0,2,4,0,1,1,0,0,0,0,0,0,2,0,0,1
"Nomo1",0,1,5,1,0,0,0,1,2,2,0,0,1,3,0,4,0,0,2,0,1,2,0,0,1,1,1,2,1,1,1,0,2,0,3,2,1,0,1,1,0,2,3,1,1,0,0,0,1,0,0,1,0,2,2,2,0,0,2,1,2,0,2,0,3,0,2,0,2
"Abcc8",0,5,0,3,5,0,0,4,1,2,2,0,0,2,3,3,3,0,1,2,2,2,8,3,3,3,2,0,2,0,2,3,3,2,2,0,3,1,4,5,1,2,0,4,2,3,0,1,0,1,1,0,2,7,3,0,0,3,3,3,3,0,3,2,2,2,4,2,0
"Sergef",0,3,1,1,2,0,0,2,4,3,2,2,2,1,0,2,5,1,1,2,0,3,5,4,1,2,6,0,7,0,2,4,6,1,0,1,1,0,3,2,2,0,2,0,3,3,1,0,1,3,4,2,3,4,2,1,0,4,1,1,2,1,2,4,2,2,3,2,2
"Saal1",0,0,2,2,2,1,1,0,0,2,2,0,1,1,5,1,3,1,1,2,1,0,0,1,0,1,2,0,1,1,3,0,2,0,1,0,2,2,2,1,2,4,1,0,0,2,0,4,0,0,1,1,1,2,0,3,0,3,1,1,4,0,0,2,0,2,2,3,5
"Hps5",0,2,2,5,1,0,0,3,3,4,0,0,1,1,0,4,0,0,0,1,1,3,4,2,0,4,0,2,1,2,1,1,2,2,0,0,2,2,0,1,1,1,2,1,1,0,1,0,1,1,1,2,2,1,1,0,0,1,4,0,0,0,2,0,3,3,3,2,0
"Spty2d1",0,4,1,2,4,1,0,0,1,2,2,0,1,0,2,1,4,2,2,0,2,3,2,1,2,2,3,0,4,2,2,6,2,0,5,2,0,0,3,5,2,0,0,0,1,1,0,0,2,1,2,3,0,1,1,0,0,3,1,5,1,0,1,3,0,3,1,1,1
"Tmem86a",0,1,1,0,3,1,0,1,1,1,1,1,2,0,0,1,0,0,2,1,3,3,2,1,2,0,1,1,0,2,1,4,2,3,0,3,4,1,0,1,3,2,3,3,1,1,2,1,5,2,0,4,1,1,2,3,0,1,2,1,3,1,0,1,1,2,2,1,2
"Nav2",2,4,7,2,6,0,0,9,8,4,3,0,4,2,3,4,3,1,5,5,1,2,6,5,2,3,4,0,1,6,4,6,4,1,3,3,3,2,2,2,7,5,3,2,4,6,4,4,6,2,3,4,5,7,7,2,0,6,9,6,2,3,5,6,8,5,5,7,3
"Prmt3",0,0,1,0,4,2,0,3,4,1,1,2,2,0,6,0,2,3,3,1,1,2,3,2,0,0,1,2,1,1,1,2,1,3,1,3,3,4,0,1,1,2,2,0,1,3,2,3,2,1,0,3,0,2,0,0,1,3,2,3,0,2,3,1,2,2,1,1,0
"Svip",0,3,2,1,1,0,0,1,5,6,2,4,2,0,1,1,2,1,1,2,2,2,2,2,0,1,3,1,2,2,3,1,0,2,0,0,2,0,1,0,1,1,2,1,0,1,1,1,1,2,1,0,0,0,0,1,1,1,1,1,1,0,2,3,1,2,0,1,0
"Tubgcp5",0,4,2,1,0,2,1,1,0,2,0,0,0,1,3,0,4,5,2,0,2,1,3,1,2,5,2,4,1,0,6,0,4,4,1,0,2,2,2,1,4,0,1,4,1,2,1,1,4,3,3,0,2,1,3,0,0,2,4,1,3,0,2,0,2,1,1,0,2
"Cyfip1",0,4,1,3,2,3,3,5,4,1,1,0,2,0,2,2,3,2,0,1,1,4,2,2,1,3,1,0,0,4,0,2,2,2,3,3,2,0,1,0,2,2,2,1,1,6,0,2,2,3,7,2,0,1,5,2,1,1,1,3,2,0,3,3,2,0,2,2,3
"Herc2",0,3,4,1,1,2,2,3,6,4,3,2,3,2,1,4,3,3,3,4,1,3,3,1,2,4,4,0,5,0,3,4,2,3,3,1,2,0,2,7,1,0,1,5,2,6,5,4,2,5,5,7,5,4,4,0,0,6,3,4,2,2,3,4,1,7,1,4,7
"Oca2",0,1,3,1,1,0,1,0,3,1,2,0,2,0,1,0,4,2,1,1,1,0,0,2,1,0,1,0,2,1,5,0,1,0,2,0,1,0,0,0,2,1,1,1,1,1,2,1,0,0,0,0,0,1,1,0,0,2,0,0,1,0,1,2,2,2,0,0,0
"Gabrg3",0,0,0,1,2,1,0,5,2,0,4,0,0,1,2,2,1,0,2,2,1,1,1,1,1,2,0,1,0,1,1,1,1,0,1,3,2,0,1,0,2,0,0,1,2,1,3,1,2,0,1,2,4,0,2,1,0,0,3,0,1,1,3,0,3,0,1,3,1
"Atp10a",2,3,1,0,3,0,0,3,2,1,2,2,0,2,2,0,1,2,2,4,1,1,5,1,0,2,2,2,3,1,2,1,2,3,2,1,2,1,0,3,4,2,0,1,2,1,1,0,1,1,1,0,2,2,5,2,0,2,2,3,1,0,2,2,2,0,5,1,3
"Ube3a",0,2,5,2,2,0,4,1,1,1,1,0,1,2,3,2,2,3,3,5,3,0,1,2,0,0,3,2,0,2,1,2,3,1,2,2,0,2,4,3,3,0,5,2,2,3,4,1,1,2,0,1,3,0,0,1,0,1,3,0,1,0,2,0,4,0,4,2,3
"Magel2",0,0,3,4,1,0,0,2,2,1,2,0,1,0,3,2,1,2,3,1,0,0,1,1,0,2,0,0,0,1,3,1,1,1,2,1,0,2,0,2,2,1,1,1,0,3,2,3,1,1,2,3,2,3,1,0,0,3,1,2,1,0,0,1,0,0,2,1,1
"Peg12",1,2,1,1,0,0,1,2,4,1,0,1,0,1,2,1,0,0,0,1,2,0,2,1,1,0,1,1,2,1,1,1,1,1,1,1,5,1,1,0,1,4,1,1,0,0,2,2,2,1,0,1,0,0,0,2,1,0,2,1,5,0,0,2,1,1,2,0,2
"Chrna7",0,1,1,0,0,3,0,2,3,2,2,0,3,2,1,0,0,3,0,0,1,1,0,1,1,3,3,2,0,1,2,2,0,2,4,3,2,1,4,2,1,4,1,0,1,0,4,2,0,1,3,3,2,0,2,1,0,2,1,0,0,2,2,2,1,1,3,2,2
"Otud7a",0,6,4,3,6,2,4,7,1,4,4,2,4,0,5,2,7,6,4,6,2,4,8,5,3,2,5,0,1,3,2,5,5,6,4,2,4,2,7,3,5,2,1,7,6,5,10,1,4,4,6,7,6,6,2,0,4,5,7,1,4,4,5,5,4,8,3,7,2
"Mtmr10",0,0,2,6,1,0,0,0,0,1,2,0,0,1,4,2,0,1,0,1,1,1,1,2,2,2,1,0,0,0,0,1,0,2,1,1,1,2,3,4,1,0,0,0,0,1,1,0,2,0,0,3,3,1,1,1,1,2,2,1,4,2,0,2,1,1,1,2,1
"Tarsl2",0,1,2,2,2,0,0,1,1,1,2,0,1,0,2,1,1,0,1,2,1,0,2,1,0,2,0,0,0,2,3,2,2,0,0,1,0,2,2,1,2,2,1,0,1,1,0,0,2,0,0,5,1,4,2,1,0,2,3,2,2,0,1,0,1,2,2,1,2
"Pcsk6",0,1,3,4,1,0,1,2,4,3,0,0,3,3,2,1,5,2,3,2,1,3,3,2,3,1,1,2,2,2,1,5,0,0,2,2,1,2,1,2,1,2,0,2,0,1,4,4,1,2,2,1,1,2,3,2,0,6,2,1,4,1,4,3,5,5,3,0,2
"Chsy1",0,1,1,1,0,1,0,0,3,0,0,0,0,1,1,3,1,0,0,0,0,1,0,0,5,1,2,0,4,1,2,0,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,1,1,2,2,4,0,0,2,2,2,0,1,1,0,1,2,0,1
"Adamts17",0,3,2,1,1,0,0,0,0,0,0,0,1,2,2,1,2,0,1,0,1,0,0,3,0,3,0,0,4,2,0,1,1,1,1,2,1,5,0,1,0,2,3,0,1,1,0,1,0,2,1,1,1,1,2,3,0,1,0,0,2,0,3,0,1,0,2,0,0
"Lysmd4",0,1,5,3,2,0,1,1,1,0,1,0,0,0,2,2,1,3,0,2,0,2,0,1,3,1,1,0,2,0,2,0,0,1,0,2,0,0,1,0,0,2,2,4,0,2,0,3,0,0,2,1,2,1,0,0,0,1,3,2,0,0,0,1,2,0,3,0,1
"Mef2a",0,0,2,1,2,0,1,1,1,1,3,0,2,3,3,1,1,0,4,0,0,2,1,0,0,3,3,0,4,1,2,0,4,1,2,2,3,1,3,0,0,1,1,1,2,1,2,2,1,1,3,1,0,2,0,0,0,1,3,1,1,1,2,0,0,2,3,3,0
